pass_or_fail,test_plan,cushion,test_plan_id,seat_model,test_date,vert_burn_length_front,vert_burn_length_back,horiz_burn_length_top,horiz_burn_length_bottom,weight_loss_lbs,weight_loss_percent,cover_config,foam_a_percent,foam_a_material,foam_b_percent,foam_b_material,foam_c_percent,foam_c_material,foam_d_percent,foam_d_material,foam_e_percent,foam_e_material,decorative_insulation_part_number,decorative_insulation_mfr,backing,adhesive_one,adhesive_two,fireblock_type,fireblock_part_number,fireblock_color,fireblock_mfr,flame_treatment,fireblock_percent,thermoplastic_part_number,thermoplastic_mfr
Pass,4FR4119-12,BACK,56,4119,"November 10, 2015",5.5,0,3.6,3.9,0.39,6.32,Fully Encapsulated,100,QS31263YL Polyurethane,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7535R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS INTERIOR,n/a,n/a,n/a,n/a
Pass,4FR4119-12,BACK,57,4119,"November 10, 2015",5.5,0,3.2,4.9,0.33,5.39,Fully Encapsulated,100,QS31263YL Polyurethane,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7535R,CD94-AR175FR,RED,DOUGLAS INTERIOR,n/a,n/a,n/a,n/a
Pass,4FR4119-12,BACK,58,4119,"November 10, 2015",5.6,0,3.5,4.6,0.38,6.25,Fully Encapsulated,100,QS31263YL Polyurethane,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7535R,CD93-AR175FR,NAVY,DOUGLAS INTERIOR,n/a,n/a,n/a,n/a
Pass,4FR4119-12,Headrest,59,4119,"November 10, 2015",6.1,0,4.6,3.9,0.34,3.68,Fully Encapsulated,100,QS26263YL,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS INTERIOR,n/a,n/a,41031287,C&D
Pass,4FR4119-12-2101,BACK,1,4119,"March 2, 2016",7.9,0,6.4,5.3,0.39,8.5,Fully Encapsulated,100,QS31263YL Polyurethane,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,ULFR-5739,GRAPHITE,TAPIS,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2101,Headrest,2,4119,"March 2, 2016",8.2,0,5.8,8.6,0.34,4.27,Fully Encapsulated,100,QS31263YL Polyurethane,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,ULFR-5739,GRAPHITE,TAPIS,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2101,Bottom,3,4119,"March 2, 2016",9.2,0,8.5,5.4,0.43,9 .17,Fully Encapsulated,47.22,QS41288YL,19.84,QS51288YL,32.93,DURALITE FR,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,ULFR-5739,GRAPHITE,TAPIS,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2024,BOTTOM,7,4119,"November 12, 2015",6,0,4,3.6,0.34,5.85,Fully Encapsulated,47.22,QS41288YL,19.84,QS51288YL,32.93,DURALITE FR,,,,,n/a,n/a,97341,CC-1025/LB,Coral Adhesive,7725R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS INTERIOR,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2024,Headrest,60,4119,"November 24, 2015",5.3,0,3.3,4.3,0.33,3.67,Fully Encapsulated,100,QS26263YL,,,,,,,,,n/a,n/a,97341,CC-1025/LB,Coral Adhesive,7725R,CD94-AR175FR,RED,FELLFAB,n/a,n/a,n/a,n/a
Pass,4FR4119-12,Headrest,61,4119,"November 24, 2015",5.6,0,3.9,6.4,0.34,3.8,Fully Encapsulated,100,QS26263YL,,,,,,,,,n/a,n/a,97341,CC-1025/LB,Coral Adhesive,7725R,CD93-AR175FR,NAVY,DOUGLAS INTERIOR,n/a,n/a,41031287,C&D
Pass,4FR4119-12-2083,BACK,3,4119,"December 2, 2015",5.5,0,3.8,3.3,0.36,6.01,Fully Encapsulated,100,QS31263YL Polyurethane,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,HT-143,THUNDER,Townsend Leather,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2083,Bottom,4,4119,"December 2, 2015",4.9,0,3.3,2.1,0.29,4.99,Fully Encapsulated,47.22,QS41288YL,19.84,QS51288YL,32.93,SYNERGY 1000,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,HT-143,THUNDER,Townsend Leather,n/a,n/a,n/a,n/a
Pass,4FR4119-12,Headrest,63,4119,"April 19, 2016",5.2,0,4.5,5.5,0.27,3.46,Fully Encapsulated,100,QS26263YL,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7225R,ULFR-2551,BALTIC BLUE,TAPIS,n/a,n/a,41031287,C&D
Pass,4FR4119-12,BACK,62,4119,"April 19, 2016",4.8,0,4.9,5.2,0.32,6.5,Fully Encapsulated,110,QS31263YL Polyurethane,,,,,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,ULFR-2551,BALTIC BLUE,TAPIS,n/a,n/a,41031287,C&D
Pass,4FR4119-12-2102,BACK,1,4119,"April 14, 2016",6.1,0,5.4,4.6,0.37,6.63,Fully Encapsulated,110,QS31263YL Polyurethane,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,HT-835,HERITAGE MEDIUM BLUE,Townsend Leather,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2102,Bottom,2,4119,"April 14, 2016",6,0,4.7,2.2,0.3,5.26,Fully Encapsulated,47.22,QS41288YL,19.84,QS51288YL,32.93,DURALITE FR,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,HT-834,HERITAGE MEDIUM BLUE,Townsend Leather,n/a,n/a,n/a,n/a
Pass,4FR4119-12,Bottom,64,4119,"June 2, 2016",5.8,0,4.7,7.5,0.31,6.23,Fully Encapsulated,23.37,QS31263YL Polyurethane,20.85,QS41288YL,19.84,QS51288YL,32.93,4101FR,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7725R,ULFR-2551,BALTIC BLUE,TAPI CORP,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2103,BACK,1,4119,"May 27, 2016",4.1,0,3,5.2,0.31,5.25,Fully Encapsulated,100,QS31263YL Polyurethane,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7735R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS INTERIOR,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2103,BACK,2,4119,"May 27, 2016",3.4,0,2.7,5.1,0.33,5.34,Fully Encapsulated,100,QS31263YL Polyurethane,,,,,,,,,n/a,n/a,9207-505,CC-1025/LB,Coral Adhesive,7735R,CD94-AR175FR,RED,DOUGLAS INTERIOR,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2103,Headrest,3,4119,"May 27, 2016",5.7,0,4.1,7.1,0.41,4.9,Fully Encapsulated,100,QS26263YL,,,,,,,,,n/a,n/a,9207-505,CC-1025/LB,Coral Adhesive,7725R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS INTERIOR,n/a,n/a,41031287,C&D
Pass,4FR4119-12-2103,Bottom,4,4119,"May 27, 2016",4.4,0,2.9,6.5,0.35,6.21,Fully Encapsulated,47.22,QS41288YL,19.84,QS51288YL,32.93,DURALITE FR,,,,,n/a,n/a,9207-505,CC-1025/LB,Coral Adhesive,7725R,CD50-AR175FR,ENCHANTED BLUE,DOUGLAS INTERIOR,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2020,Bottom,8,4119,,,,,,,,,,,,,,,,,,,71000,Buckley Industries,,,,,,,,,,n/a,n/a
Pass,4FR4119-12-2020,Bottom,7,4119,"June 2, 2016",5.3,0,4.3,3.7,0.37,6.07,Fully Encapsulated,47.22,QS41288YL,19.84,QS51288YL,32.93,DURALITE FR,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7535R,HT-198,Heritage Dark Grey,Townsend,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2020,Bottom,8,4119,"June 2, 2016",5.1,0,3.9,3.6,0.34,5.77,Fully Encapsulated,47.22,QS41288YL,47.22,QS41288YL,19.84,QS51288YL,32.93,DURALITE FR,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7535R,LL-3859,GLEN DORNACK,DOUGLAS INTERIOR,n/a,n/a,n/a,n/a
Pass,4FR4119-12-2020,Bottom,7,4119,"June 2, 2016",5.3,0,4.3,3.7,0.37,6.07,Fully Encapsulated,47.22,QS41288YL,19.84,QS51288YL,32.93,DURALITE FR,,,,,71000,Buckley Industries,30333,CC-1025/LB,Coral Adhesive,7535R,HT-198,Heritage Dark Grey,TOWNSEND,n/a,n/a,n/a,n/a
Pass,4FR4122-12,Back/Headrest,S1,4122,"June 27, 2013",8.8,0,5,8.3,0.3,5.01,Fully Encapsulated,100,45250-145 Polyurethane,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,S/757 NW,85 BWJ3578 BR2,Blue,Botany Weaving Mill,n/a,100,n/a,n/a
Pass,4FR4122-12,Bottom,S2,4122,"June 27, 2013",8.9,0,5.3,6.5,0.29,5.06,Fully Encapsulated,64,45250-145 Polyurethane,36,4101 FR,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,S/757 NW,85 BWJ3578 BR2,Blue,Botany Weaving Mill,n/a,100,n/a,n/a
Pass,4FR4122-12,Back/Headrest,R1,4122,"June 27, 2014",8.2,0,4.6,5.2,0.26,4.32,Fully Encapsulated,100,45250-145 Polyurethane,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,S/757 NW,85 BWJ3578 BR2,Blue,Botany Weaving Mill,n/a,100,n/a,n/a
Pass,4FR4122-12,Bottom,R2,4122,"June 27, 2014",6,0,4.1,7.9,0.25,4.32,Fully Encapsulated,64,45250-145 Polyurethane,36,4101 FR,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,S/757 NW,85 BWJ3578 BR2,Blue,Botany Weaving Mill,n/a,100,n/a,n/a
Pass,4FR4122-12,BACK,U1,4122,"November 5, 2015",5.9,0,3.4,6.4,0.27,4.62,Fully Encapsulated,100,45250-145 Polyurethane,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,S/757 NW,SL3UL 09-1260,Blue,E-LEATHER,n/a,100,n/a,n/a
Pass,4FR4122-12,Bottom,U2,4122,"November 5, 2015",5.1,0,3.4,5.4,0.25,4.36,Fully Encapsulated,64,45250-145 Polyurethane,36,4101 FR,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,S/757 NW,SL3UL 09-1260,Blue,E-LEATHER,n/a,100,n/a,n/a
Pass,4FR4122-12,HEADREST,U3,4122,"November 5, 2015",5.2,0,3.2,6.7,0.32,5.48,Fully Encapsulated,100,45250-145 Polyurethane,,,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,S/757 NW,SL3UL DELTA RED,DELTA RED,E-LEATHER,n/a,100,n/a,n/a
Pass,4FR4122-12,Bottom,U4,4122,"November 5, 2015",7.1,0,4.4,6.1,0.27,4.88,Fully Encapsulated,64,45250-145 Polyurethane,36,4101 FR,,,,,,,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,S/757 NW,SL3UL DELTA RED,DELTA RED,E-LEATHER,n/a,100,n/a,n/a
Pass,4FR4132-12-WM1-NT,Back & Bottom,1,4132,"May 14, 2013",6.3,0,4.2,15.8,6,9.53,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,13545/0004,Silver,Zoffany,Latex Backing,100,n/a,n/a
Fail,4FR4132-12-WM1-NT,Exit Bolster,2,4132,"May 14, 2013",n/a,n/a,n/a,n/a,n/a,n/a,Fully Encapsulated,90,FR-3706 Last-a-foam,10,DAX 55 Polyurethane,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,GLM-6887,Smokey Quartz,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-FA1,Back & Bottom,1,4132,"March 22, 2013",4.8,0,5.2,9.5,0.2,7.23,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,413,413 Shale,Crown Wallpaper & Paints,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FB1,Back & Bottom,1,4132,"April 3, 2013",7.8,0,5.8,14.2,0.55,9.32,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,F5990-11,--,Osborne & Little,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FC1,Back & Bottom,1,4132,"April 12, 2013",4.7,0,2.7,9.5,0.42,7.23,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,2122,08,Telio & Cie,Thin Latex Backing,100,n/a,n/a
Fail,4FR4132-12-YCI-NT,Back & Bottom,1,4132,"October 2, 2013",n/a,n/a,n/a,n/a,n/a,n/a,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,n/a,Gull Gray 688,Crescendo,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FEI-NT,Back & Bottom,,4132,"May 16, 2014",6.3,0,4.3,10.2,0.29,4.64,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-625,Bramble,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-FEI-NT,Back & Bottom,,4132,"May 16, 2013",6.3,0,4.3,10.2,0.29,4.64,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,K6609,Ivory Tan,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-FEI-NT,Bolster,,4132,"May 16, 2013",4.5,0,5.8,16.2,0.45,6.34,Fully Encapsulated,100,Ethafoam 4101 FR,,,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,CL-625,Bramble,Townsend Leather,By Supplier,100,41321088-501,C & D Zodiac
Pass,4FR4132-12-FEI-NT,Bolster,,4132,"May 16, 2013",5.4,0,3.3,12.2,0.36,5.29,Fully Encapsulated,100,Ethafoam 4101 FR,,,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,K6609,Ivory Tan,Townsend Leather,By Supplier,100,41321088-501,C & D Zodiac
Fail,4FR4132-12-WU1,Back & Bottom,1,4132,"August 6, 2013",11.3,0,8,12.3,0.6,10.88,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,10261 996,n/a,Zimmer & Rhode,By Supplier,100,n/a,n/a
Pass,4FR4132-12-FH1,Back & Bottom,1,4132,"August 6, 2013",9.4,0,6.2,9.6,0.37,8.12,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,A6653RS,3 Dark Marengo,Loro Piana,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YE1-NT,Back & Bottom,1,4132,"October 17, 2013",8.1,0,6.5,12,0.39,9.01,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,3021/03,Greige,Pollack,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YE1-NT,Back & Bottom,2,4132,"October 17, 2013",0,0,7.2,8.9,0.34,5.6,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,RH07,Off White,Edelman Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-WU1,Back & Bottom,2,4132,"August 21, 2013",10.7,0,6.2,5.5,0.41,7.19,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,10261 996,n/a,Zimmer & Rhode,By Supplier,100,n/a,n/a
Pass,4FR4132-12-YMI,Back & Bottom,1,4132,"December 11, 2013",8.8,0,4.8,12.1,0.5,8.38,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,n/a,01 FLAX,CARRIER,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FD,Back & Bottom,1,4132,"February 4, 2014",8.5,0,7.1,5,0.41,6.86,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,U-265/17,Frost,LENI'S,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FD,Back & Bottom,2,4132,"February 4, 2014",8.7,0,6.5,5,0.4,6.85,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,U-214/19,Island Sand,LENI'S,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FP1,Back & Bottom,1,4132,"January 29, 2014",9.9,0,8.7,5.6,0.61,9.8,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,31156-16,BLONDE,KRAVET,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FN1,Back & Bottom,1,4132,"January 29, 2014",10.8,0,9,10.2,0.36,8.34,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,130715.9,130717,Telio & Cie,Thin Latex Backing,100,n/a,n/a
Fail,4FR4132-12-YJ1,Back & Bottom,1,4132,"October 31, 2013",12.8,0,11.1,12,0.71,12.6,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,10008,09 MOUSE,DONGHIA,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FD2-NT,Bolster,2,4132,"February 4, 2014",11.1,1.7,5,5,0.5,6.88,Fully Encapsulated,100,Ethafoam 4101 FR,,,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-104085-0113,HARBOUR BROWN,Townsend Leather,By Supplier,100,n/a,n/a
Fail,4FR4132-12-FS1,Back & Bottom,1,4132,"March 14, 2014",9.6,0,8,17.5,0.67,11.14,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,1100214,11,Telio & Cie,Thin Latex Backing,100,n/a,n/a
Fail,4FR4132-12-YP1,Back & Bottom,1,4132,"February 14, 2014",10.9,0,9,15.8,0.66,11.73,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,F3731-01,Grey,Primavera,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YN1-NT,Back & Bottom,1,4132,"February 11, 2014",9.4,0,8.6,8.7,0.45,8.55,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,4283,Sterling,J. Robert Scott,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YN1-NT,Bolster,2,4132,"February 11, 2014",8,0,5.8,10.3,0.41,3.89,Fully Encapsulated,90,FR-3706 Last-a-foam,10,DAX 55 Polyurethane,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,CL-038,OYSTER,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-FR1,Back & Bottom,1,4132,"February 11, 2014",10,0,7.9,8.3,0.45,8.4,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,2336,01,TELIO & CIE,Thin Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WY1,Back & Bottom,2,4132,"September 13, 2013",5.8,0,6.1,5.7,0.31,5.3,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-026,ROSE DUST,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-WY1,Back & Bottom,1,4132,"September 13, 2013",0,0,2.4,3,0.24,4.04,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,K6158,PAVILLION BEIGE,Townsend Leather,Latex Backing,100,n/a,n/a
Fail,4FR4132-12-FK1,Back & Bottom,1,4132,"October 10, 2013",14.2,0,14.1,13.8,0.81,14.02,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,8829-03,SAND,LARSEN,By Supplier,100,n/a,n/a
Pass,4FR4132-12-YJ1,Back & Bottom,2,4132,"November 20, 2013",9,0,6,5,0.42,6.89,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,10008,09 MOUSE,DONGHIA,Latex Backing,100,n/a,n/a
Fail,4FR4132-12-FL1-NT,Back & Bottom,1,4132,"November 14, 2013",13.7,0,13.4,12,0.77,14.16,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,8829-02,SILVER,CHINTZ & COLLECTIONS,N/A,100,n/a,n/a
Pass,4FR4132-12-YK1-NT,Back & Bottom,1,4132,"November 14, 2013",9.4,0,7.4,5,0.37,6.36,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,8905-02,BEIGE,LARSEN,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FL1-NT,Bolster,2,4132,"December 4, 2013",9.5,0,6,9.8,0.5,7.73,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-148,Silver,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-YCI-NT,Back & Bottom,3,4132,"November 5, 2013",10.9,0,6.1,8.9,0.27,5.16,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,n/a,Gull Gray 688,Crescendo,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FK1,Back & Bottom,1,4132,"November 15, 2013",9.7,0,7.7,8.3,0.56,9.83,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,,SAND,APPLIKATORS PLUS,N/A,100,n/a,n/a
Fail,4FR4132-12-WC1-NT,Back & Bottom,1,4132,"November 15, 2013",8.7,0,6.6,5.3,0.69,11.41,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,Z131/01,LICHEN,ZINC,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WC1-NT,Bolster,2,4132,"November 15, 2013",8.8,0,7.1,4.6,0.56,5.44,Fully Encapsulated,10,DAX 55 Polyurethane,90,FR-3706,,,,,,,7100,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,Z131/01,LICHEN,ZINC,Latex Backing,100,n/a,n/a
Fail,4FR4132-12-YH1,Back & Bottom,1,4132,"November 13, 2013",9.8,0,8.8,17.4,0.76,13.35,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,1927981,981,Zimmer & Rhode,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YH1,Back & Bottom,2,4132,"November 13, 2013",8.9,0,7.7,7.7,0.45,8.1,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,1927981,981,Zimmer & Rhode,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FL1-NT,Back & Bottom,4ABC,4132,"January 7, 2014",8.6,0,7.6,11.9,0.46,6.89,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,8829-02,SILVER,CHINTZ & COLLECTIONS,By Supplier,100,n/a,n/a
Fail,4FR4132-12-FL1-NT,Back & Bottom,3,4132,"December 20, 2013",14.2,0,13.7,10.9,0.74,11.32,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,7725R,8829-02,Silver,CHINTZ & COLLECTIONS,N/A,100,n/a,n/a
Pass,4FR4132-12-YH1,Back & Bottom,3,4132,"December 17, 2013",10.5,0,4.4,5,0.41,6.32,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,1927,981,Zimmer & Rhode,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WC1-NT,Back & Bottom,3,4132,"December 26, 2013",9.7,0,8.3,9.3,0.65,9.41,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,Z131/01,LICHEN,ZINC,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-WC1-NT,Bolster,4,4132,"December 26, 2013",13.3,0,11.3,13.7,0.61,5.83,Fully Encapsulated,10,DAX 55 Polyurethane,90,FR-3706,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,CL-112,STEEL GREY,Townsend Leather,By Supplier,100,n/a,n/a
Pass,4FR4132-12-FF-NT,Back & Bottom,1,4132,"May 31, 2013",9.9,0,5.6,4.3,0.55,8.45,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,U-210/33,WHIPPED CREAM & NUTS,LENI'S FABRICS,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-FF-NT,Bolster,2,4132,"May 31, 2013",11,0,5.4,6.5,0.47,6.62,Fully Encapsulated,100,4101FR ETHAFOAM,,,,,,,,,n/a,n/a,n/a,Simalfa 309,Alfa Adhesives,7725R,K9228,FRENCH VANILLA,Townsend Leather,By Supplier,100,41321088-501,CDZ
Fail,4FR4132-12-YU1,Back & Bottom,1,4132,"March 19, 2014",7.5,0,7.4,17.6,0.78,12.04,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,31131-16,CARBON,KRAVET,Latex Backing,100,n/a,n/a
Pass,4FR4132-12-YU1,Back & Bottom,2,4132,"March 19, 2014",6.3,0,5.1,11,0.49,8.45,Fully Encapsulated,100,DAX 45 Polyurethane,,,,,,,,,71000,Buckley Industries,n/a,Simalfa 309,Alfa Adhesives,n/a,17189-19,ECRU,DOMINIQUE KIEFFER,Latex Backing,100,n/a,n/a
